,Original_Tweet,Sentiment,message
79,"https://t.co/oab4e9tSh2
Scoop R Rajagopalan I Rahul's big move I Uddhav cozying up to Modi? I New twist in Indian Politics?",Positive,"https://t.co/oab4e9tSh2
Scoop R Rajagopalan I Rahul's big move I Uddhav cozying up to Modi? I New twist in Indian Politics?"
80,"@himantabiswa In a world where politicians like @RahulGandhi often try to bypass the Constitution of India, CM @himantabiswa statement in the #AssamLegislativeAssembly is a breath of fresh air.
 I like this man. He is heading towards bigger role in Indian politics https://t.co/kiq8PYqwko",Positive,"@himantabiswa In a world where politicians like @RahulGandhi often try to bypass the Constitution of India, CM @himantabiswa statement in the #AssamLegislativeAssembly is a breath of fresh air.
 I like this man. He is heading towards bigger role in Indian politics https://t.co/kiq8PYqwko"
81,"*Respected Indian Citizens, नमस्कार. I am the original Gandhi. I have no branches or franchises. None of my relatives are in politics. Beware of fake Gandhi's. Take care* 🙏🏻 https://t.co/tq4yPakwGJ",Negative,"*Respected Indian Citizens, नमस्कार. I am the original Gandhi. I have no branches or franchises. None of my relatives are in politics. Beware of fake Gandhi's. Take care* 🙏🏻 https://t.co/tq4yPakwGJ"
82,"@d_s_thakur @Preddy85 Despite having the facts in front of them and recent cases of poor quality control issues leading to human deaths, they seem to ve so lax about it. The international community did not put enough pressure on the Indian Pharma industry. That's why. 😡",Negative,"@d_s_thakur @Preddy85 Despite having the facts in front of them and recent cases of poor quality control issues leading to human deaths, they seem to ve so lax about it. The international community did not put enough pressure on the Indian Pharma industry. That's why. 😡"
83,@Enraged_Indian This too wont solve the problem unless foreign govts start deporting Indians who attempt to disrupt their environment with Indian politics. Rotten fish invariably spoiling the pond.,Negative,@Enraged_Indian This too wont solve the problem unless foreign govts start deporting Indians who attempt to disrupt their environment with Indian politics. Rotten fish invariably spoiling the pond.
84,@HariKKaja @unexpected5678 In Indian politics there are so many open mouths for money all you need fill . Lets demystify what exactly reforms a state govt. can do or did in CBN term? Blanket statement looks great but what is that great?  Did AP reformed import policy or name one policy reform plz enlighten,Positive,@HariKKaja @unexpected5678 In Indian politics there are so many open mouths for money all you need fill . Lets demystify what exactly reforms a state govt. can do or did in CBN term? Blanket statement looks great but what is that great?  Did AP reformed import policy or name one policy reform plz enlighten
85,@abubakar_django @vikrantgupta73 There should be politics in sports.,Neutral,@abubakar_django @vikrantgupta73 There should be politics in sports.
86,"Ridiculous how indian politics stops the best source of entertainment for the public of both the countries. It's the passionate fans like me from both sides who want to see ind playing here and Pak playing in india, what a loss for fans if it actually did not take place 🥲",Positive,"Ridiculous how indian politics stops the best source of entertainment for the public of both the countries. It's the passionate fans like me from both sides who want to see ind playing here and Pak playing in india, what a loss for fans if it actually did not take place 🥲"
87,@kartha_tara @vivek4wild @moefcc @IndiaToday Indian politics u.u,Neutral,@kartha_tara @vivek4wild @moefcc @IndiaToday Indian politics u.u
88,@Shehzad_Ind Self advertising loser and turncoat.  Have you ever won a municipal election? You are just a nondescript in Indian politics.,Neutral,@Shehzad_Ind Self advertising loser and turncoat.  Have you ever won a municipal election? You are just a nondescript in Indian politics.
89,"@bseshadri Yes, Annamalai, who wanted to do politics with the dead body of an Indian soldier is a great asset to BJP!",Positive,"@bseshadri Yes, Annamalai, who wanted to do politics with the dead body of an Indian soldier is a great asset to BJP!"
90,"Now there is no Modi Sarkar #Modani Sarkar.
#ChowkidarChorHai
#India #Indian #Indians #PoliticsLive
#politics #राजनीती #राजकारण",Neutral,"Now there is no Modi Sarkar #Modani Sarkar.
#ChowkidarChorHai
#India #Indian #Indians #PoliticsLive
#politics #राजनीती #राजकारण"
91,"@t_d_h_nair hope you can answer few qstn.
Is current Foreign minister's wife aspiring for any position in indian polity 
is his son/dynasty/Dienasty trying to get into politics. 

The issue with Rajiv's wife is that she was aspiring to take up the highest position and is a concern.",Negative,"@t_d_h_nair hope you can answer few qstn.
Is current Foreign minister's wife aspiring for any position in indian polity 
is his son/dynasty/Dienasty trying to get into politics. 

The issue with Rajiv's wife is that she was aspiring to take up the highest position and is a concern."
92,"Before Parineeti Chopra And Raghav Chadha, These Bollywood Actresses Were Linked With Indian Politicians

https://t.co/FJn7X4S1m4

#ParinitiChopra #RaghavChadha #Bollywood #politics #entertainment #RadioCity",Neutral,"Before Parineeti Chopra And Raghav Chadha, These Bollywood Actresses Were Linked With Indian Politicians

https://t.co/FJn7X4S1m4

#ParinitiChopra #RaghavChadha #Bollywood #politics #entertainment #RadioCity"
93,Very soon the most sly character in Indian politics @ArvindKejriwal's mask of honesty shall fall off and people will know the truth about his honesty propaganda.,Negative,Very soon the most sly character in Indian politics @ArvindKejriwal's mask of honesty shall fall off and people will know the truth about his honesty propaganda.
94,"@t_d_h_nair Dont peddle half baked news. Mr.Jaishankar remarried after the demise of his 1st wife, so that his kid/s can be taken care.

And she is not involved in Indian politics &amp; neither the kids are in Indian politics.

And u call yourself a ""Journalist"" !!!!!",Negative,"@t_d_h_nair Dont peddle half baked news. Mr.Jaishankar remarried after the demise of his 1st wife, so that his kid/s can be taken care.

And she is not involved in Indian politics &amp; neither the kids are in Indian politics.

And u call yourself a ""Journalist"" !!!!!"
95,"@lfcriggs @ESPNcricinfo So is Pakistan because TTP is Indian proxy and won’t hurt Indian players but again, everything is being done due to politics and not due to security reasons.",Negative,"@lfcriggs @ESPNcricinfo So is Pakistan because TTP is Indian proxy and won’t hurt Indian players but again, everything is being done due to politics and not due to security reasons."
96,@timesofindia That that is the biggest Fraud in Indian politics over the last 60 years!,Neutral,@timesofindia That that is the biggest Fraud in Indian politics over the last 60 years!
97,"@IAMCouncil @POTUS @Ilhan @bridgeinit @Ilhan you are representative of Congress in US. You should focus your energy how to improve lives of common Americans in USA. Do not poke your nose in Indian politics. If you continue , you will get a bloody nose..Gun culture, mass shootings in your country....",Negative,"@IAMCouncil @POTUS @Ilhan @bridgeinit @Ilhan you are representative of Congress in US. You should focus your energy how to improve lives of common Americans in USA. Do not poke your nose in Indian politics. If you continue , you will get a bloody nose..Gun culture, mass shootings in your country...."
98,@Politics_2022_ Target 150+,Neutral,@Politics_2022_ Target 150+
99,"@beingAAPian @ArvindKejriwal @BhagwantMann People of Guwahati ll see for the first time..the chor of Delhi and comedian of Punjab..both are in the same platform. The liers of Indian politics ll visit Guwahati on 2nd April..AAP , the most corrupt party in the Indian History.  Delhi ka beta kejriwal. https://t.co/AmnZVVAB3R",Negative,"@beingAAPian @ArvindKejriwal @BhagwantMann People of Guwahati ll see for the first time..the chor of Delhi and comedian of Punjab..both are in the same platform. The liers of Indian politics ll visit Guwahati on 2nd April..AAP , the most corrupt party in the Indian History.  Delhi ka beta kejriwal. https://t.co/AmnZVVAB3R"
100,Indian secular polity vs pak intellengentia. Brainwashed the rural villager lied upon to fight in foreign territory to free his people . Well force foreign countries to invest and keep dead politics alive due to instability. Hmm,Negative,Indian secular polity vs pak intellengentia. Brainwashed the rural villager lied upon to fight in foreign territory to free his people . Well force foreign countries to invest and keep dead politics alive due to instability. Hmm
101,"Feeling pity for Arvind Kejriwal.
Rose like a star after Anna Hazare's movement.
Going down as the most corrupt, incompetent and self obsessed politician in history of Indian politics.

All in just one decade.",Negative,"Feeling pity for Arvind Kejriwal.
Rose like a star after Anna Hazare's movement.
Going down as the most corrupt, incompetent and self obsessed politician in history of Indian politics.

All in just one decade."
102,QUESTION ABOUT SILICON VALLEY BANK ...  They're DONATE MONEY TO BLACK LIFE MATTER MOVEMENT .. MILLIONS OF DOLLARS ?????  One of The Indian MEDIA REPORTS (VANTAGE) .. BANK DO POLITICS WITH OUR MONEY ???,Negative,QUESTION ABOUT SILICON VALLEY BANK ...  They're DONATE MONEY TO BLACK LIFE MATTER MOVEMENT .. MILLIONS OF DOLLARS ?????  One of The Indian MEDIA REPORTS (VANTAGE) .. BANK DO POLITICS WITH OUR MONEY ???
103,"@4thSannin @mzqunta @GhalebCachalia I'm Indian and I dont share your views.

I think there is large majority of people of color that don't see through this facade of  victim mentality and blame game. We suffered the same under the system, but refuse to be sucked into this hole of identity politics and race baiting",Negative,"@4thSannin @mzqunta @GhalebCachalia I'm Indian and I dont share your views.

I think there is large majority of people of color that don't see through this facade of  victim mentality and blame game. We suffered the same under the system, but refuse to be sucked into this hole of identity politics and race baiting"
